Vbatt,Qbatt,Ndiff,Rwheel,MaxPmot,Mass,Hcons,Pmech
0.8407427487985576,0.3835708741086027,0.20755680206483482,0.9998755234740357,1.0,0.6666666666666666,0.21606127517444942,-0.44782804453328057
0.8716554504104831,0.37053668242576243,0.21638789378212822,1.0,1.0,0.6666666666666666,0.21614171653258168,-0.44782804453328057
0.8716143434337537,0.37045337232582876,0.22032573608515385,1.0,1.0,0.6666666666666666,0.21618879757771592,-0.4503642364788258
0.880456530373418,0.3668637708298251,0.21941741863925213,1.0,1.0,0.6666666666666666,0.2162558543779242,-0.4503642364788258
0.8564677071178796,0.37483293470504897,0.2219994971947098,0.9989646929212576,0.9999999729079508,0.6666666666666666,0.2163178041700093,-0.4503642364788258
0.835616947753512,0.38352847819703806,0.2185471601278175,0.9998757052667521,1.0,0.6666666666666666,0.21633774853528204,-0.4503642364788258
0.8701130586325183,0.36994413847539726,0.23376599943301868,1.0,1.0,0.6666666666666666,0.21643545048048735,-0.45495147819788284
0.8804313252054805,0.3667229703390552,0.23365322555978693,1.0,1.0,0.6666666666666666,0.21655576679590582,-0.45495147819788284
0.8486366577231972,0.3769478079781713,0.23818691498550662,0.99974149874232,1.0,0.6666666666666666,0.21660206569576623,-0.45495147819788284
0.8319596444133177,0.38411857397828786,0.23440032211208212,0.9999560628797686,0.9999486180058451,0.6666666666666666,0.21668665511024288,-0.45495147819788284
0.881373946160749,0.36500938275023304,0.2444999245199594,1.0,0.9999999976509152,0.6666666666666666,0.21673240044306558,-0.45495147819788284
0.8232441645909225,0.3882359096655642,0.23255934152807917,1.0,0.9912698705813572,0.6666666666666666,0.2169240871038895,-0.45495147819788284
0.8175221811840054,0.3899677452300153,0.23281978006485976,1.0,0.9977347153940487,0.6666666666666666,0.21694706643184597,-0.45495147819788284
0.8779068152982896,0.3640431045393424,0.2659211327019828,1.0,1.0,0.6666666666666666,0.21724865057460055,-0.4619737665931041
