Vbatt,Qbatt,Ndiff,Rwheel,MaxPmot,Mass,Hcons,Pmech
0.8939714749478623,0.37459405621645125,0.1980617130867877,1.0,1.0,1.0,0.21618051403110167,-0.4670733097568319
0.8897804135981893,0.3751694903516299,0.20553298982863563,1.0,1.0,1.0,0.21619694301223605,-0.47910509692144887
0.8580937702397218,0.38747879037516453,0.20618805895270634,1.0,1.0,1.0,0.21642800465514528,-0.47910509692144887
0.9183323582767083,0.36050432351273637,0.24263055941684303,0.9999827330186564,1.0,1.0,0.21706138696141947,-0.4827912038141877
0.9072599376086645,0.3620385605397453,0.26132651662965073,1.0,1.0,1.0,0.2176388428631124,-0.48810427037949194
0.9072599376086645,0.3620385605397453,0.26132651662965073,1.0,1.0,1.0,0.2176388428631124,-0.48810427037949194
0.9072599376086645,0.3620385605397453,0.26132651662965073,1.0,1.0,1.0,0.2176388428631124,-0.48810427037949194
0.9464648168126886,0.3486488865856873,0.2568429155996402,1.0,1.0,1.0,0.2179113909097042,-0.48810427037949194
0.9587075824999726,0.34455010580691936,0.2580437429608087,1.0,1.0,1.0,0.21819920557098543,-0.48810427037949194
0.9406293970051282,0.3489817393354333,0.26578218637237355,1.0,0.999991422428311,1.0,0.21829276136058992,-0.4911861604650078
0.9406293970051282,0.3489817393354333,0.26578218637237355,1.0,0.999991422428311,1.0,0.21829276136058992,-0.4911861604650078
0.9406293970051282,0.3489817393354333,0.26578218637237355,1.0,0.999991422428311,1.0,0.21829276136058992,-0.4911861604650078
0.957695570958086,0.3438366998361229,0.27372327800615087,1.0,1.0,1.0,0.21853360109473324,-0.4911861604650078
0.9475542836941966,0.34547632147362756,0.3042778998163789,1.0,1.0,1.0,0.21922152202879489,-0.503228142577478
0.9054602643679331,0.359866237592867,0.30862253545227675,0.9999810109109121,1.0,1.0,0.2193229287522947,-0.503228142577478
0.9556562075989953,0.3425206225596751,0.30631603872045243,1.0,1.0,1.0,0.21938192917365346,-0.503228142577478
0.9556562075989953,0.3425206225596751,0.30631603872045243,1.0,1.0,1.0,0.21938192917365346,-0.503228142577478
0.9380733224534636,0.346571145819842,0.33165184301223777,1.0,1.0,1.0,0.2200715465726411,-0.5148707574580997
0.9678023561533253,0.3370563172959204,0.3328533768491856,0.9999845222987002,1.0,1.0,0.22028607091680236,-0.5148707574580997
0.9678023561533253,0.3370563172959204,0.3328533768491856,0.9999845222987002,1.0,1.0,0.22028607091680236,-0.5148707574580997
0.9848256013687171,0.33324990364695506,0.3468578711058762,1.0,1.0,1.0,0.2211795404298018,-0.5197958832663001
0.9999999877938448,0.32519432049871183,0.345694418536702,1.0,0.9997119383223854,1.0,0.22126443199362397,-0.5197958832663001
0.9999999999062008,0.32485283633680995,0.35756733078356495,0.9996859216818219,0.9999492818545844,1.0,0.2214651370492211,-0.5208655323586157
0.9586825967457029,0.3383297853340046,0.3759954732225696,1.0,1.0,1.0,0.22148912003979504,-0.5332088031319456
0.9651450547229428,0.3358270707358284,0.3758010824928615,1.0,1.0,1.0,0.22148914118066632,-0.5332088031319456
0.9732716477388328,0.33355237595156434,0.37599447509879896,1.0,0.9999940873083157,1.0,0.22152475294914575,-0.5332088031319456
0.9515550596709463,0.3404514930405335,0.3776029105034391,1.0,1.0,1.0,0.22154387027659633,-0.5332088031319456
0.9515550596709463,0.3404514930405335,0.3776029105034391,1.0,1.0,1.0,0.22154387027659633,-0.5332088031319456
0.9497672566244502,0.34045211495338734,0.3778039084804919,1.0,1.0,1.0,0.22157533837005922,-0.5332088031319456
0.9378507522777305,0.34570988442190664,0.3756782180763029,1.0,0.9999999973733321,1.0,0.22157756801511402,-0.5332088031319456
0.9793596976433233,0.3312988954273794,0.38035603346384617,1.0,1.0,1.0,0.22167569390432795,-0.5332088031319456
0.9793596976433233,0.3312988954273794,0.38035603346384617,1.0,1.0,1.0,0.22167569390432795,-0.5332088031319456
0.9906036549737937,0.32744160878045087,0.37662975550623684,1.0,1.0,1.0,0.22169097994764578,-0.5332088031319456
0.9799522067638778,0.33001054871301183,0.3776213270728662,1.0,1.0,1.0,0.2217180426881173,-0.5332088031319456
0.9414691193303747,0.342541390139533,0.37778776209813597,1.0,1.0,1.0,0.22171920673252177,-0.5332088031319456
0.9414691193303747,0.342541390139533,0.37778776209813597,1.0,1.0,1.0,0.22171920673252177,-0.5332088031319456
1.0,0.32526625115875474,0.37660355279305285,1.0,1.0,1.0,0.22177299179773116,-0.5332088031319456
1.0,0.32526625115875474,0.37660355279305285,1.0,1.0,1.0,0.22177299179773116,-0.5332088031319456
1.0,0.32497565387172783,0.3772748690243558,1.0,0.9999999791057909,1.0,0.22179002255773417,-0.5332088031319456
1.0,0.32497565387172783,0.3772748690243558,1.0,0.9999999791057909,1.0,0.22179002255773417,-0.5332088031319456
0.966791333191412,0.334162314222647,0.3845629072390698,1.0,1.0,1.0,0.22181873465253826,-0.5332088031319456
0.952540859259876,0.3390595738544891,0.38373525004091874,1.0,0.9852053937914556,1.0,0.22201205830367537,-0.5332088031319456
0.9849110009576129,0.32805217760708033,0.38554868263881337,0.9971233667904648,1.0,1.0,0.22202682295999654,-0.5332088031319456
0.9999999999989492,0.32227071855802664,0.3764175747682296,1.0,1.0,1.0,0.22241065403106197,-0.5332088031319456
0.97235544422217,0.3320377225367558,0.42215521591432115,0.9999806432500672,1.0,1.0,0.22288119911004317,-0.5492616883297697
1.0,0.32450917678649593,0.4231218097210057,1.0,0.9999978011004276,1.0,0.22294614236547045,-0.5492616883297697
