5.000000000000000000e+02,3.449532000000000154e-01
1.000000000000000000e+03,3.510896000000000017e-01
1.500000000000000000e+03,3.526649000000000034e-01
2.000000000000000000e+03,3.548841999999999830e-01
2.500000000000000000e+03,3.612062999999999802e-01
3.000000000000000000e+03,3.613483000000000112e-01
3.500000000000000000e+03,3.615460999999999814e-01
4.000000000000000000e+03,3.627276999999999862e-01
4.500000000000000000e+03,3.636658999999999864e-01
5.000000000000000000e+03,3.648314999999999753e-01
5.500000000000000000e+03,3.649901999999999869e-01
6.000000000000000000e+03,3.647694000000000214e-01
6.500000000000000000e+03,3.647875999999999896e-01
7.000000000000000000e+03,3.648042000000000229e-01
7.500000000000000000e+03,3.648147999999999946e-01
8.000000000000000000e+03,3.647534000000000054e-01
8.500000000000000000e+03,3.647651000000000088e-01
9.000000000000000000e+03,3.647930999999999813e-01
9.500000000000000000e+03,3.647977000000000025e-01
1.000000000000000000e+04,3.648018000000000094e-01
1.050000000000000000e+04,3.648141999999999774e-01
1.100000000000000000e+04,3.648176000000000196e-01
1.150000000000000000e+04,3.648140000000000271e-01
1.200000000000000000e+04,3.648175000000000168e-01
1.250000000000000000e+04,3.648203999999999891e-01
1.300000000000000000e+04,3.648213000000000150e-01
1.350000000000000000e+04,3.648218999999999768e-01
1.400000000000000000e+04,3.648218999999999768e-01
1.450000000000000000e+04,3.648278999999999828e-01
1.500000000000000000e+04,3.648460000000000036e-01
1.550000000000000000e+04,3.648485000000000200e-01
1.600000000000000000e+04,3.648518000000000039e-01
1.650000000000000000e+04,3.648551999999999906e-01
1.700000000000000000e+04,3.648553999999999964e-01
1.750000000000000000e+04,3.648556000000000021e-01
1.800000000000000000e+04,3.648600000000000176e-01
1.850000000000000000e+04,3.648602000000000234e-01
1.900000000000000000e+04,3.648622000000000254e-01
1.950000000000000000e+04,3.648624999999999785e-01
2.000000000000000000e+04,3.648626999999999843e-01
2.050000000000000000e+04,3.648634000000000044e-01
2.100000000000000000e+04,3.648638000000000159e-01
2.150000000000000000e+04,3.648910000000000209e-01
2.200000000000000000e+04,3.648912000000000266e-01
2.250000000000000000e+04,3.648912999999999740e-01
2.300000000000000000e+04,3.649008000000000251e-01
2.350000000000000000e+04,3.649549000000000265e-01
2.400000000000000000e+04,3.649576999999999960e-01
2.450000000000000000e+04,3.649715000000000042e-01
2.500000000000000000e+04,3.649720000000000186e-01
