5.000000000000000000e+02,1.739735000000000031e-01
1.000000000000000000e+03,5.987979999999999692e-02
1.500000000000000000e+03,2.948696000000000095e-01
2.000000000000000000e+03,3.095968000000000053e-01
2.500000000000000000e+03,3.103032000000000012e-01
3.000000000000000000e+03,3.107649000000000106e-01
3.500000000000000000e+03,3.134070999999999940e-01
4.000000000000000000e+03,3.134513999999999911e-01
4.500000000000000000e+03,3.135146999999999795e-01
5.000000000000000000e+03,3.135929000000000078e-01
5.500000000000000000e+03,3.137171999999999739e-01
6.000000000000000000e+03,3.139430000000000276e-01
6.500000000000000000e+03,3.142418000000000156e-01
7.000000000000000000e+03,3.147511000000000059e-01
7.500000000000000000e+03,3.147683000000000009e-01
8.000000000000000000e+03,3.154172000000000087e-01
8.500000000000000000e+03,3.154320999999999930e-01
9.000000000000000000e+03,3.155734000000000039e-01
9.500000000000000000e+03,3.155427000000000093e-01
1.000000000000000000e+04,3.163174000000000263e-01
1.050000000000000000e+04,3.164139999999999731e-01
1.100000000000000000e+04,3.165124000000000271e-01
1.150000000000000000e+04,3.165426000000000073e-01
1.200000000000000000e+04,3.165915999999999730e-01
1.250000000000000000e+04,3.166347999999999940e-01
1.300000000000000000e+04,3.167428999999999939e-01
1.350000000000000000e+04,3.170411000000000201e-01
1.400000000000000000e+04,3.168284000000000100e-01
1.450000000000000000e+04,3.170412000000000230e-01
1.500000000000000000e+04,3.172359000000000151e-01
1.550000000000000000e+04,3.172436000000000145e-01
1.600000000000000000e+04,3.172722000000000042e-01
1.650000000000000000e+04,3.174382000000000037e-01
1.700000000000000000e+04,3.174961000000000033e-01
1.750000000000000000e+04,3.175434999999999786e-01
1.800000000000000000e+04,3.175592999999999888e-01
1.850000000000000000e+04,3.175629999999999842e-01
1.900000000000000000e+04,3.175730999999999971e-01
1.950000000000000000e+04,3.175801999999999792e-01
2.000000000000000000e+04,3.175881999999999872e-01
2.050000000000000000e+04,3.176019999999999954e-01
2.100000000000000000e+04,3.181767999999999819e-01
2.150000000000000000e+04,3.181859000000000215e-01
2.200000000000000000e+04,3.182574000000000236e-01
2.250000000000000000e+04,3.186189999999999856e-01
2.300000000000000000e+04,3.186237000000000097e-01
2.350000000000000000e+04,3.188477000000000117e-01
2.400000000000000000e+04,3.188571000000000044e-01
2.450000000000000000e+04,3.188589000000000007e-01
2.500000000000000000e+04,3.188623999999999903e-01
2.550000000000000000e+04,3.188664999999999972e-01
2.600000000000000000e+04,3.189443000000000139e-01
2.650000000000000000e+04,3.191091999999999818e-01
2.700000000000000000e+04,3.191121000000000096e-01
2.750000000000000000e+04,3.191158000000000050e-01
2.800000000000000000e+04,3.192038999999999849e-01
2.850000000000000000e+04,3.192080999999999946e-01
2.900000000000000000e+04,3.192127000000000159e-01
2.950000000000000000e+04,3.192145000000000121e-01
3.000000000000000000e+04,3.192630000000000190e-01
3.050000000000000000e+04,3.192896000000000067e-01
3.100000000000000000e+04,3.194386000000000170e-01
3.150000000000000000e+04,3.194435999999999942e-01
3.200000000000000000e+04,3.194456999999999991e-01
3.250000000000000000e+04,3.194506999999999763e-01
3.300000000000000000e+04,3.194743999999999917e-01
3.350000000000000000e+04,3.194990999999999803e-01
3.400000000000000000e+04,3.195018000000000025e-01
3.450000000000000000e+04,3.195026999999999728e-01
3.500000000000000000e+04,3.196440999999999866e-01
3.550000000000000000e+04,3.196469000000000116e-01
3.600000000000000000e+04,3.196604000000000112e-01
3.650000000000000000e+04,3.196605000000000141e-01
3.700000000000000000e+04,3.196652999999999856e-01
3.750000000000000000e+04,3.196676999999999991e-01
3.800000000000000000e+04,3.196713999999999944e-01
3.850000000000000000e+04,3.196768999999999861e-01
3.900000000000000000e+04,3.196784999999999766e-01
3.950000000000000000e+04,3.196796000000000082e-01
4.000000000000000000e+04,3.196807999999999872e-01
4.050000000000000000e+04,3.196876000000000162e-01
4.100000000000000000e+04,3.196891000000000038e-01
4.150000000000000000e+04,3.196909000000000001e-01
4.200000000000000000e+04,3.197094999999999798e-01
4.250000000000000000e+04,3.197105000000000086e-01
4.300000000000000000e+04,3.197348999999999886e-01
4.350000000000000000e+04,3.197362999999999733e-01
4.400000000000000000e+04,3.197364999999999791e-01
4.450000000000000000e+04,3.197373000000000021e-01
4.500000000000000000e+04,3.197373000000000021e-01
4.550000000000000000e+04,3.197393000000000041e-01
4.600000000000000000e+04,3.197404999999999831e-01
