9.999999999992735811e-01,1.313510085319156666e-13,2.112642449869639449e-09,9.999999971470107107e-01,9.999999999999024114e-01,9.000000000000000222e-01,4.429759494132993192e-01,-3.455204180716903162e-01
9.999999999879581880e-01,1.623105152512969617e-13,9.999999999995851097e-01,7.103218243999237513e-01,9.999999999996064259e-01,9.000000000000000222e-01,4.429759624909725413e-01,-7.932721751585715131e-01
9.999999999997283284e-01,9.276377597504208410e-14,9.999999999999935607e-01,5.374058550802396361e-01,9.999999999999764633e-01,9.000000000000000222e-01,4.429759637881888756e-01,-8.067005249539135336e-01
9.999999999878589341e-01,9.337905284862228966e-15,9.999999999996451727e-01,6.973647755205621968e-01,9.999999999996030953e-01,9.000000000000000222e-01,4.429759625881763974e-01,-7.942783967660337341e-01
9.999999999998516742e-01,8.410736096602528437e-13,9.999999999999908962e-01,4.543123106195032235e-01,9.999999999999871214e-01,9.000000000000000222e-01,4.429759644115570660e-01,-8.131534233484406515e-01
9.999999999998760991e-01,8.083854440716713419e-12,9.999999999999706901e-01,1.600941601509475731e-13,9.999999999999832356e-01,9.000000000000000222e-01,4.429759678198099682e-01,-8.484345176706237224e-01
9.999999999939831463e-01,6.741069029223597520e-01,9.999999999998232525e-01,8.184564137536654016e-13,9.999999999999998890e-01,9.000000000000000222e-01,4.429759731623752472e-01,-8.485336694877402275e-01
9.999999999974531484e-01,4.305687873846165429e-13,9.999999999999971134e-01,6.132476705181490184e-02,9.999999999999874545e-01,9.000000000000000222e-01,4.429759673597513103e-01,-8.436721442102391721e-01
9.999999999998396838e-01,1.566464049905178957e-13,9.999999999999814593e-01,7.358527261028345867e-01,9.999999999999729106e-01,9.000000000000000222e-01,4.429759622994395851e-01,-7.912894902737063196e-01
9.999999999983051335e-01,3.774268377590634665e-13,9.999999999999998890e-01,2.954682227927902249e-01,9.999999999992338351e-01,9.000000000000000222e-01,4.429759656032060677e-01,-8.254889755973250365e-01
9.999999999872893897e-01,6.744860604862756868e-13,4.041195190033912144e-01,9.999999965986093864e-01,9.999999999999853451e-01,9.000000000000000222e-01,4.429759538200231384e-01,-5.173746112190201751e-01
9.999999999994142463e-01,1.766150568931162477e-13,9.999999999999985567e-01,6.710396036621043558e-01,9.999999999999885647e-01,9.000000000000000222e-01,4.429759627856679205e-01,-7.963227632726622707e-01
9.999999999999997780e-01,1.316708963104692209e-13,1.586660747367042157e-01,9.999999997948916253e-01,9.999999999999958922e-01,9.000000000000000222e-01,4.429759511434744890e-01,-4.129940951912766112e-01
9.999999999959584551e-01,4.275043874659900296e-10,9.999999999999854561e-01,3.495328277535646455e-01,9.999999999999903411e-01,9.000000000000000222e-01,4.429759651976131751e-01,-8.212904135451885024e-01
9.999999999974238385e-01,1.822736199818979635e-11,9.999999999999775735e-01,5.513851301569261398e-01,9.999999999999272804e-01,9.000000000000000222e-01,4.429759636833163206e-01,-8.056149190589395603e-01
9.999999999998621103e-01,3.679047097700662970e-12,9.999999999997004618e-01,6.837295095950409740e-01,9.999999999999693578e-01,9.000000000000000222e-01,4.429759626904681835e-01,-7.953372875152707744e-01
9.999999999982835952e-01,6.665586008927638564e-12,4.130791455614688523e-01,9.999999990934349547e-01,9.999999999999911182e-01,9.000000000000000222e-01,4.429759539177234307e-01,-5.211847447309138071e-01
9.999999999997277733e-01,5.521846161326717153e-13,9.999999999999942268e-01,6.205787169983256746e-01,9.999999999997103428e-01,9.000000000000000222e-01,4.429759631642257167e-01,-8.002414669054843666e-01
9.999999999997399858e-01,2.131290477049742169e-13,9.999999999882502877e-01,8.487995447412660655e-02,9.999999999999411582e-01,9.000000000000000222e-01,4.429759671830402201e-01,-8.418428898144080241e-01
9.999999999999424904e-01,4.550049113230511267e-10,8.090509765311790780e-01,9.999999992833897844e-01,9.999999999999957812e-01,9.000000000000000222e-01,4.429759582356007641e-01,-6.895740866300031913e-01
