500,1000,1500,2000,2500,3000,3500,4000,4500,5000,5500,6000,6500,7000,7500,8000,8500,9000,9500,10000,10500,11000,11500,12000,12500,13000,13500,14000,14500,15000,15500,16000,16500,17000,17500,18000,18500,19000,19500,20000,20500,21000,21500,22000,22500,23000,23500,24000,24500,25000,25500,26000,26500,27000,27500,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,33500,34000,34500,35000,35500,36000,36500,37000,37500,38000,38500,39000,39500,40000,40500,41000,41500,42000,42500,43000,43500,44000,44500,45000,45500,46000,46500,47000,47500,48000,48500,49000,49500,50000,50500,51000,51500,52000,52500,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,60000
0.0255131,0.0330898,0.0334493,0.0337383,0.034583,0.0348047,0.0381967,0.0382559,0.0383061,0.0381865,0.0382813,0.0371215,0.037198,0.0372631,0.0373839,0.0384433,0.0398905,0.0388221,0.038824,0.0388529,0.0393724,0.040221,0.0389969,0.0391995,0.039985,0.0400182,0.0400243,0.040026,0.0400262,0.0395398,0.0395409,0.0395431,0.0395463,0.0395468,0.039552,0.0395535,0.0395591,0.0395613,0.039572,0.0399062,0.0399098,0.0399165,0.0399165,0.0399166,0.0399166,0.0399507,0.0399508,0.0399507,0.0399508,0.0399509,0.0399528,0.0399529,0.039954,0.0399544,0.0399544,0.0399738,0.0399877,0.039993,0.0400129,0.0400419,0.0400476,0.0400642,0.0400656,0.0400657,0.0400676,0.0400689,0.040069,0.04007,0.0400704,0.0400745,0.0400793,0.0401053,0.0401053,0.0401053,0.0401053,0.040106,0.0401061,0.0401064,0.0401068,0.0401075,0.0401083,0.0401087,0.0401112,0.040122,0.0401224,0.0401233,0.0401234,0.0401239,0.0401239,0.040124,0.0401257,0.040126,0.0401266,0.0401266,0.0401266,0.0401267,0.0401267,0.0401267,0.0401267,0.0401267,0.0401289,0.040129,0.040129,0.040129,0.040129,0.040129,0.040129,0.0401292,0.0401292,0.0401292,0.0401292,0.0401292,0.0401292,0.0401292,0.0401292,0.0401293,0.0401293,0.0401293,0.0401294,0.0401294
0.0159458,0.0273579,0.0282314,0.0283932,0.0285583,0.0287353,0.0287353,0.0288775,0.028913,0.0288928,0.0289547,0.0290536,0.0291095,0.0291236,0.0291255,0.029133,0.0291624,0.0291759,0.0291889,0.0292132,0.0292174,0.0292357,0.0293781,0.0291543,0.0291565,0.0291602,0.0291618,0.0291749,0.0291864,0.0291958,0.0292102,0.0292102,0.029202,0.0292027,0.0292093,0.029234,0.0292412,0.0292472,0.0292496,0.0292626,0.0292647,0.029269,0.0292716,0.0292716,0.0292757,0.0292771,0.0292771,0.0292773,0.0292775,0.02928,0.02928,0.0292806,0.0292832,0.0292864,0.0292879,0.0292929,0.0292929,0.0292933,0.0292945,0.0292946,0.0292946,0.0292946,0.029295,0.029295,0.029295,0.0292951,0.0292951,0.0292952,0.0292953,0.0292941,0.0292944,0.0292945,0.0292946,0.0293126,0.030223,0.0302183,0.0302108,0.0302683,0.0302688,0.0302661,0.0302684,0.0302689,0.0302689,0.0302702,0.0302728,0.030273,0.030273,0.030277,0.0302774,0.0302794,0.0302757,0.0302758,0.0302758,0.0302771,0.0302772,0.0302772,0.0302772,0.0302781,0.0300347,0.0300372,0.0300564,0.0300594,0.0300594,0.0300679,0.0300679,0.0300679,0.030068,0.030068,0.030068,0.0300681,0.0300682,0.0300809,0.0300809,0.0300813,0.0300814,0.0300814,0.0300816,0.0300816,0.0300816,0.0300816
0.0848407,0.0689195,0.0794242,0.0815069,0.0831371,0.0839138,0.0840209,0.0840724,0.0835352,0.0837493,0.0837588,0.0837852,0.0838998,0.0843171,0.0843381,0.0843588,0.0845363,0.0849269,0.0851654,0.0855227,0.0862011,0.0861965,0.0862039,0.0860504,0.086871,0.0868726,0.0868978,0.0869025,0.0869861,0.0869884,0.0870687,0.0870699,0.0876257,0.0876318,0.0876833,0.0876977,0.0903823,0.0904725,0.0883446,0.0883451,0.0897619,0.0897892,0.0897609,0.0897612,0.0897646,0.0897959,0.0898309,0.0898331,0.0905217,0.0906391,0.0906418,0.0904031,0.0904051,0.0904118,0.0905775,0.0905807,0.0905813,0.0905892,0.0905897,0.0905934,0.0905935,0.090598,0.0905981,0.0905985,0.0905646,0.0905656,0.0905656,0.0905656,0.0905656,0.0905656,0.0905661,0.0905661,0.0905664,0.0905664,0.0905445,0.0905497,0.0905566,0.0906478,0.0906492,0.0906497,0.0906858,0.090687,0.0906881,0.0906881,0.090689,0.0907128,0.0907162,0.0907172,0.0907172,0.0911878,0.0911879,0.0911879,0.0911903,0.0911903,0.0911903,0.0911904,0.0911904,0.0911904,0.0911904,0.0911958,0.091196,0.0911992,0.0911945,0.0911974,0.0911975,0.0911975,0.0911979,0.091198,0.0912019,0.0912019,0.0912019,0.0912019,0.0912019,0.091202,0.0912022,0.0912022,0.0912023,0.0912023,0.0912024,0.0912028
0.0173203,0.0113671,0.0240431,0.024594,0.0246263,0.0247042,0.0251384,0.0251644,0.0259244,0.0251471,0.0252398,0.0255456,0.0255477,0.0255551,0.0255785,0.0255803,0.0256156,0.0256201,0.0256227,0.0250634,0.0253711,0.0253779,0.0253612,0.0253621,0.0261645,0.0261594,0.0261845,0.0261864,0.02622,0.0262287,0.0262244,0.0262252,0.0262254,0.0262257,0.0262265,0.026229,0.0262313,0.0262313,0.0262319,0.0262321,0.0262368,0.0262374,0.0262431,0.026245,0.0262594,0.0262603,0.0262604,0.0262604,0.0262605,0.0262605,0.0262607,0.0262611,0.0262788,0.0262828,0.0265122,0.026513,0.0265169,0.0265124,0.0269121,0.0269134,0.0269168,0.0269168,0.0269174,0.0269191,0.0269193,0.02692,0.0269205,0.0269246,0.0267062,0.0267062,0.0267063,0.0267063,0.0267064,0.0267064,0.0267067,0.0267067,0.0267067,0.0267067,0.0267849,0.0267851,0.0267851,0.0267851,0.0267852,0.0267794,0.0267794,0.0267794,0.0267794,0.0267796,0.0267796,0.0267796,0.0267796,0.0267796,0.0267796,0.0267796,0.0267796,0.0267796,0.0267799,0.0267799,0.026782,0.0267822,0.0267822,0.0267832,0.0267841,0.0267853,0.0267854,0.0267865,0.0268001,0.0268002,0.0268002,0.0268002,0.0268005,0.0268024,0.0268024,0.0268024,0.0268025,0.0268025,0.0268038,0.0268038,0.0268038,0.0268038
0.0358615,0.0388172,0.0402164,0.040957,0.0424078,0.0427257,0.0428179,0.0428366,0.0429156,0.043321,0.0433187,0.0437931,0.0438357,0.0421372,0.0449668,0.046234,0.0462504,0.045634,0.045972,0.0459761,0.0459869,0.0459966,0.0460031,0.0460075,0.0460082,0.0460101,0.0460171,0.0460395,0.0460432,0.0460435,0.0460441,0.0460505,0.0460565,0.0454792,0.0455143,0.0457106,0.0461217,0.0461242,0.0461284,0.0461351,0.0413392,0.0414022,0.0424701,0.0448805,0.0450529,0.0442942,0.0433128,0.0433215,0.0437827,0.0437925,0.0437952,0.0436945,0.0436949,0.0442644,0.0442665,0.0442905,0.0442908,0.0442912,0.0442943,0.0442961,0.0442963,0.0443055,0.0443059,0.0443057,0.0443075,0.0443085,0.0443085,0.0443095,0.0443116,0.044312,0.0443121,0.0443122,0.0443123,0.0443139,0.044314,0.0443302,0.0443329,0.0443329,0.0443347,0.0443352,0.0443361,0.0443361,0.0443363,0.0443363,0.0443373,0.0443378,0.0443747,0.0443749,0.0443804,0.0443806,0.0443806,0.0443806,0.0443806,0.0443806,0.0443808,0.0443811,0.0443816,0.0443816,0.0443824,0.0443825,0.0443825,0.0443825,0.0443825,0.0443825,0.0443826,0.0443843,0.0443843,0.0443844,0.0443844,0.0443845,0.0443872,0.0443872,0.0443873,0.0443874,0.0443874,0.0443874,0.0443874,0.0443874,0.0443874,0.0443875
0.0926898,0.1037505,0.1101202,0.1190662,0.1197911,0.1201751,0.1204493,0.1204001,0.1207895,0.1208611,0.1209259,0.1209463,0.1209342,0.1220052,0.1220111,0.1220623,0.1220644,0.1220645,0.122065,0.1218765,0.1218839,0.1219735,0.1219223,0.1219229,0.1219322,0.1219416,0.1243655,0.1225143,0.1236379,0.1236413,0.1236508,0.1237514,0.1237571,0.1238135,0.1237416,0.123757,0.1237973,0.1238018,0.1238024,0.1241835,0.1241848,0.1241849,0.1241853,0.1241875,0.1241878,0.1241882,0.1241885,0.1241886,0.1241889,0.1241889,0.1241983,0.1242004,0.1242184,0.1242258,0.1242259,0.1242276,0.1242276,0.1242277,0.1242551,0.1242561,0.1242575,0.1242575,0.1242575,0.1242577,0.1244558,0.1244626,0.1244609,0.1244609,0.1244609,0.1244655,0.1244704,0.1244704,0.1244705,0.1244712,0.1244718,0.1244722,0.1244723,0.124474,0.1244741,0.1244791,0.1244791,0.1244791,0.1244791,0.1244803,0.1244804,0.1244807,0.1244807,0.1244807,0.1244808,0.1244808,0.1244975,0.1244975,0.1244975,0.1245057,0.1245066,0.124513,0.124513,0.1245135,0.1245135,0.1245135,0.1245135,0.1245091,0.1245098,0.1245111,0.1245116,0.1245129,0.1245147,0.1245149,0.1244,0.1244016,0.1244016,0.1244016,0.1244016,0.1244016,0.1244016,0.1244016,0.1244017,0.1244027,0.1244516,0.1244516
0.0225426,0.0176398,0.019313,0.0222966,0.0227216,0.0243272,0.0244883,0.0246282,0.0250331,0.0251043,0.0252465,0.0252817,0.0253138,0.0253572,0.02539,0.0253922,0.0254157,0.0256241,0.0260503,0.0260513,0.0260583,0.0261085,0.026127,0.0261393,0.0261774,0.0262617,0.026389,0.0264668,0.0265656,0.0266052,0.0266338,0.0266343,0.0266348,0.0266645,0.0266669,0.0266695,0.029075,0.0291679,0.0313582,0.0313208,0.0313847,0.0311015,0.0296105,0.0296284,0.0296286,0.0296758,0.0296783,0.0320418,0.0320627,0.0320728,0.0320854,0.0315122,0.0315132,0.0315855,0.0315856,0.0315853,0.0316034,0.0303788,0.0303852,0.0303696,0.0303741,0.0308421,0.0311824,0.031223,0.0313565,0.0304912,0.0304912,0.0304929,0.0304942,0.0302996,0.0303002,0.0303004,0.0303018,0.0303018,0.0303018,0.0303018,0.0303024,0.0303024,0.0305848,0.0305848,0.0305848,0.0305848,0.0305848,0.0305848,0.0305851,0.0305852,0.0305853,0.0305885,0.0305893,0.0305898,0.0305899,0.0305899,0.0305899,0.0311743,0.0311743,0.0311744,0.0311746,0.0311746,0.0311746,0.0311768,0.031177,0.031178,0.0311781,0.0311781,0.0311787,0.0311837,0.031184,0.031184,0.031184,0.031184,0.031184,0.031184,0.031184,0.031184,0.031184,0.031184,0.0303976,0.0303979,0.0303982,0.0303982
0.0326115,0.0384643,0.0406687,0.0429478,0.0438984,0.0451622,0.0461238,0.0466406,0.0468829,0.0473213,0.0473343,0.0473482,0.0470385,0.04769,0.0477097,0.0479456,0.048084,0.048216,0.0482302,0.0482513,0.0482751,0.0482802,0.0483003,0.0483303,0.0483344,0.0483467,0.0483644,0.0489581,0.0489582,0.0489594,0.0489626,0.048964,0.0489782,0.0489789,0.0489802,0.0490131,0.0490193,0.0490247,0.0490263,0.0490277,0.0490288,0.0490318,0.0490318,0.0490324,0.0490346,0.0490348,0.0490551,0.0490589,0.0490739,0.0490865,0.0491298,0.0491379,0.049138,0.0491445,0.0491478,0.0491481,0.0491496,0.0491558,0.0491605,0.0491621,0.0491627,0.0491649,0.049178,0.0491788,0.0491788,0.0491789,0.0491791,0.0491791,0.0491953,0.0491954,0.0491954,0.0491954,0.0491954,0.0491958,0.0491959,0.049196,0.0491963,0.0491963,0.0491963,0.0491963,0.0491963,0.0491964,0.0492005,0.0492006,0.0492022,0.0492023,0.0492026,0.0492027,0.0492028,0.0492028,0.049203,0.049203,0.0492033,0.0492033,0.0492041,0.0492041,0.0488357,0.0488357,0.0488357,0.0488359,0.0488367,0.0488367,0.0488367,0.0488367,0.0488367,0.048837,0.0488371,0.0488372,0.0488372,0.0488372,0.0488372,0.0488372,0.0488372,0.0488372,0.0488372,0.0488372,0.0488376,0.0488378,0.0488378,0.0488378
0.0476352,0.0552417,0.0573576,0.0599304,0.061906,0.062849,0.0627513,0.0634212,0.0634693,0.0635481,0.0636056,0.0636302,0.0636666,0.0636693,0.0636824,0.0643378,0.0643385,0.0643476,0.0643509,0.064417,0.064543,0.0645456,0.0673535,0.0668752,0.06687,0.0669108,0.0669157,0.0669444,0.0669543,0.0669634,0.0669686,0.0669653,0.0669899,0.0669976,0.0669979,0.0670017,0.0670008,0.0669376,0.0669435,0.0669437,0.0669439,0.0669441,0.0669469,0.0670756,0.0670772,0.0670815,0.0670844,0.0670992,0.067113,0.0672589,0.0672392,0.0672985,0.0673014,0.0673048,0.067309,0.0673145,0.0673148,0.0673154,0.067319,0.0673201,0.0673206,0.0673223,0.0673923,0.0673929,0.067723,0.0677241,0.0677411,0.0677355,0.0677393,0.0677402,0.0677617,0.0677619,0.0678409,0.0678411,0.0678416,0.0678443,0.0678443,0.0678444,0.0678444,0.0678445,0.0678445,0.0678413,0.0678291,0.0678304,0.0678316,0.0683558,0.0683564,0.0683573,0.0683765,0.0684044,0.0684987,0.0685049,0.068499,0.0686056,0.0686147,0.0686235,0.0687701,0.0687712,0.0687655,0.068766,0.0687844,0.0687865,0.0687879,0.06891,0.0689123,0.0689197,0.0690108,0.0690124,0.0690125,0.0690127,0.069013,0.0690131,0.0690131,0.0690131,0.0690131,0.0690131,0.0690131,0.0690141,0.0690146,0.0690151
