Hcons_ann,Hcons_svr,Hcons_dtr,Hcons_rfr
0.0010932002315879547,0.004066582736011565,0.0032731436811988075,0.0020052226707144025
0.0009536332514845635,0.003714798801181531,0.0025017201855831264,0.0015447078447828595
0.0011077846484979724,0.004021062794544864,0.002997715041567035,0.002109569363982852
0.00108223317015334,0.003892888873479639,0.002698910847843134,0.0017867142042558909
0.0009611179240824936,0.003772720641942483,0.0024540190051972454,0.0017726322865358982
0.0009746380452658258,0.003931884543576961,0.002665940830892834,0.0017872523881822574
0.0013192135111874152,0.004003623239411527,0.0025897336758035254,0.0017387693297039896
0.0010431831871862043,0.0035777001204676155,0.0017885944313618212,0.0010753542274192503
0.0010275916853381844,0.003676470086088643,0.001679668175593429,0.0008159014922629487
0.000918024910639658,0.004191667100446954,0.002046860621504585,0.0013458859356660048
0.0013216618876328112,0.004066582736011565,0.0032755638934714765,0.001976733391033942
0.0011940747185740649,0.003714798801181531,0.002501720185583127,0.0014884527733716895
0.0010899683701516396,0.004021062794544864,0.0030093396879517574,0.0019912388310542174
0.0010663502126222128,0.003892888873479639,0.0026978084978493137,0.0018361177677994466
0.0009822321732715607,0.003772720641942483,0.0024549763616293963,0.0018703668423222786
0.0010520485238423392,0.003931884543576961,0.002665940830892834,0.0019384843694537205
0.0013477081409441413,0.004003623239411527,0.0025897336758035254,0.0017551626577303496
0.0011453658464045525,0.0035777001204676155,0.0017885944313618212,0.0008596840699931803
0.0009511833849090958,0.003676470086088643,0.0016796681755934292,0.0007513552922126795
0.0013747085277148994,0.004191667100446954,0.0020468606215045854,0.0013927010296698433
0.0011929613349164045,0.004066582736011565,0.0032755638934714765,0.0021412166586521797
0.0008767900773600422,0.003714798801181531,0.002501535861145003,0.001722230021240728
0.001252423699443851,0.004021062794544864,0.003009317800852191,0.0019635257152522028
0.0009502842355974163,0.003892888873479639,0.002698910847843134,0.0017608366703728176
0.0009801474819541899,0.003772720641942483,0.0024547901924006745,0.0017149829839793853
0.0010918517435952297,0.003931884543576961,0.002665923751187132,0.0017903933799481337
0.0011498708649155056,0.004003623239411527,0.0025897336758035254,0.0019209620338361307
0.0014980657013941635,0.0035777001204676155,0.0017885944313618212,0.0009315666875436704
0.0010811328958691788,0.003676470086088643,0.001679668175593429,0.0006977169498976791
0.0009777056719157992,0.004191667100446954,0.0020468606215045854,0.0012264110019663346
0.0010840848998160174,0.004066582736011565,0.003275754121517609,0.00201529681411239
0.000911137304157043,0.003714798801181531,0.002501535861145003,0.001479366918865401
0.0011952924668044034,0.004021062794544864,0.002997315350364262,0.001945569202004669
0.0012060226751622657,0.003892888873479639,0.0026978084978493137,0.0017362603453466884
0.0011048090958190098,0.003772720641942483,0.0024540190051972454,0.0017852835346396092
0.001317716511024397,0.003931884543576961,0.002665923751187132,0.0017920908779505116
0.0012444917129853608,0.004003623239411527,0.002589733675803525,0.0019273104950003285
0.0009880196579288372,0.0035777001204676155,0.0017885944313618212,0.0009330078831786946
0.0009657150912382129,0.003676470086088643,0.0016796681755934292,0.0007185987395636021
0.0009845999434631187,0.004191667100446954,0.002046860621504585,0.0013477656522138364
0.0010153674583812428,0.004066582736011565,0.0032731214879317266,0.0020429545041034756
0.0009959254792083242,0.003714798801181531,0.002501535861145003,0.0015266257533900359
0.0011966156070149872,0.004021062794544864,0.00300896710127145,0.0018736919573978227
0.0008926462670988581,0.003892888873479639,0.0026978084978493137,0.0017624295646329695
0.0009367662045596191,0.003772720641942483,0.0024535281282370594,0.001839837473196027
0.0010488870858089887,0.003931884543576961,0.0026659690010718646,0.0018150731450547134
0.0011294735131919741,0.004003623239411527,0.0025897336758035254,0.001815979494096589
0.0011245020552795191,0.0035777001204676155,0.0017885944313618212,0.0010851114596868423
0.0010869860807937854,0.003676470086088643,0.001679668175593429,0.0007293356136273075
0.0009548845396970004,0.004191667100446954,0.0020468606215045854,0.0013317937835216741
0.0011427257128570304,0.004066582736011565,0.003273215996608838,0.002118586663555855
0.0009814882108681775,0.003714798801181531,0.002501535861145003,0.0016381176889098883
0.0012400089255384457,0.004021062794544864,0.0030093886795737887,0.0019060631823697538
0.0011958259628666128,0.003892888873479639,0.002698910847843134,0.001718609578011856
0.0009329379334657118,0.003772720641942483,0.0024549582193611097,0.0018605332267184547
0.0010079945282741305,0.003931884543576961,0.002665923751187132,0.0018387391029716289
0.001422646845350219,0.004003623239411527,0.0025897336758035254,0.0018287758453297768
0.001069554129493401,0.0035777001204676155,0.0017885944313618212,0.0009616349559843211
0.0009609363405950964,0.003676470086088643,0.001679668175593429,0.0008428393781798843
0.0009604330783478622,0.004191667100446954,0.002046860621504585,0.0013894158636200955
0.0010292721063203138,0.004066582736011565,0.0032755860867385565,0.002131593598433596
