Hcons_ann,Hcons_svr,Hcons_dtr,Hcons_rfr
0.0009982789617482089,0.003714798801181531,0.002501535861145003,0.0015050901504862458
0.0010825087416385527,0.004021062794544864,0.0030093886795737887,0.0020107299997513036
0.0009492464760877402,0.003892888873479639,0.002698910847843134,0.0017724842951967648
0.000984449848179373,0.003772720641942483,0.0024536060899856943,0.0019829813491918833
0.0010405515053285488,0.003931884543576961,0.0026659237511871318,0.0017904249935602782
0.0011851723285325527,0.004003623239411527,0.0025897336758035254,0.0017940006465186106
0.0010400961924256235,0.0035777001204676155,0.0017885944313618212,0.0009612909235707287
0.0009782264149423132,0.003676470086088643,0.0016796681755934292,0.0006442375759331207
0.0010612537543869557,0.004191667100446954,0.002046860621504585,0.0013643561949663505
0.0011671030401022894,0.004066582736011565,0.0032731436811988075,0.0020833591176393543
0.0009342427860737538,0.003714798801181531,0.0025017201855831264,0.0015991012744898275
0.0012746255928997468,0.004021062794544864,0.003000560247588828,0.001941356237273748
0.0011238448890018024,0.003892888873479639,0.0026978084978493137,0.0019076980197261586
0.0012819057733848716,0.003772720641942483,0.0024535218445640244,0.0018645987043272557
0.0009638183213087388,0.003931884543576961,0.002665940830892834,0.0018340814007811639
0.0011553232505239945,0.004003623239411527,0.0025897336758035254,0.0017980868016184157
0.0011692839982021706,0.0035777001204676155,0.0017885944313618212,0.000991404602467251
0.0012815651931488788,0.003676470086088643,0.001679668175593429,0.0007507161979325771
0.0010746748700138436,0.004191667100446954,0.0020468606215045854,0.0012047451017548714
0.0012046686110056767,0.004066582736011565,0.003275754121517609,0.0022700849243096626
0.000977206933012974,0.003714798801181531,0.0025017201855831264,0.0016579169929245388
0.0010922490811270658,0.004021062794544864,0.0030088154401138696,0.0019914193933088602
0.0009359636893681499,0.003892888873479639,0.002698910847843134,0.0018582665085706597
0.0008911382483025837,0.003772720641942483,0.002453617948580947,0.0017982128275416786
0.0010267929090471521,0.003931884543576961,0.0026659408308928345,0.0017922347208977145
0.0015646190716883965,0.004003623239411527,0.002589733675803526,0.0018748045784982418
0.0010684726883887759,0.0035777001204676155,0.0017885944313618214,0.0010395067250813276
0.0009031461540814895,0.003676470086088643,0.0016796681755934292,0.0007478274774667976
0.0009081546541437168,0.004191667100446954,0.0020468606215045854,0.0013659766188883857
0.00112015958142145,0.004066582736011565,0.003275754121517609,0.0020671480749011235
0.0008775785688599614,0.003714798801181531,0.0025015358611450034,0.0016156417643959442
0.0010765591117412804,0.004021062794544864,0.0029978177111025838,0.0019994380737544245
0.0012092714808853622,0.003892888873479639,0.0026978084978493137,0.0017971674012419911
0.0014197095092305032,0.003772720641942483,0.002455449805072112,0.0018691929486171046
0.001267195648525243,0.003931884543576961,0.0026659690010718646,0.0017797982178112905
0.0011618469623586984,0.004003623239411527,0.0025897336758035254,0.0018193496958346413
0.0010607464387602122,0.0035777001204676155,0.0017885944313618214,0.0009159067589804118
0.0009828065456592558,0.003676470086088643,0.0016796681755934294,0.0006966359200055546
0.0012627715123601192,0.004191667100446954,0.002046860621504585,0.0012888169029999785
